epoch,lr-Adam,step,train_loss,val_loss
,0.0001,0,,
0,,49,0.2416040003299713,
0,,99,0.19628144800662994,
0,,149,0.15421496331691742,
0,,199,0.2305353730916977,
0,,249,0.09435899555683136,
0,,299,0.12304683029651642,
0,,349,0.1377684623003006,
0,,399,0.21083113551139832,
0,,449,0.14876538515090942,
0,,499,0.1601465791463852,
0,,549,0.15641027688980103,
0,,599,0.12040313333272934,
0,,649,0.10438631474971771,
0,,699,0.08006934821605682,
0,,749,0.09350220859050751,
0,,799,0.09206070005893707,
0,,849,0.14637644588947296,
0,,899,0.10477610677480698,
0,,949,0.1089215949177742,
0,,999,0.28038525581359863,
0,,1049,0.15500296652317047,
0,,1099,0.0932757630944252,
0,,1149,0.0936526209115982,
0,,1199,0.11656486988067627,
0,,1249,0.07867880165576935,
0,,1299,0.07698957622051239,
0,,1349,0.09047388285398483,
0,,1399,0.13856954872608185,
0,,1449,0.09526368975639343,
0,,1499,0.13622310757637024,
0,,1549,0.17648272216320038,
0,,1599,0.13526585698127747,
0,,1649,0.11338270455598831,
0,,1699,0.07106398046016693,
0,,1749,0.09602254629135132,
0,,1799,0.09107677638530731,
0,,1849,0.07080832868814468,
0,,1899,0.09254187345504761,
0,,1948,,0.10667798668146133
,9.991120277927223e-05,1949,,
1,,1949,0.12785106897354126,
1,,1999,0.16038693487644196,
1,,2049,0.08713436126708984,
1,,2099,0.06251922249794006,
1,,2149,0.09061989188194275,
1,,2199,0.16629622876644135,
1,,2249,0.08902900665998459,
1,,2299,0.1403614729642868,
1,,2349,0.13632401823997498,
1,,2399,0.10036346316337585,
1,,2449,0.07597208768129349,
1,,2499,0.08839353919029236,
1,,2549,0.1002696081995964,
1,,2599,0.1459338366985321,
1,,2649,0.05931295081973076,
1,,2699,0.17881937325000763,
1,,2749,0.06281329691410065,
1,,2799,0.08158977329730988,
1,,2849,0.06936625391244888,
1,,2899,0.0746966078877449,
1,,2949,0.07374192029237747,
1,,2999,0.13749313354492188,
1,,3049,0.10782818496227264,
1,,3099,0.07916483283042908,
1,,3149,0.09356889128684998,
1,,3199,0.07411599904298782,
1,,3249,0.15347976982593536,
1,,3299,0.18780286610126495,
1,,3349,0.10628131031990051,
1,,3399,0.0834619402885437,
1,,3449,0.08877639472484589,
1,,3499,0.1226564422249794,
1,,3549,0.1102662980556488,
1,,3599,0.08605057001113892,
1,,3649,0.08005886524915695,
1,,3699,0.1110934391617775,
1,,3749,0.08313610404729843,
1,,3799,0.10888697952032089,
1,,3849,0.09318739920854568,
1,,3897,,0.09987685084342957
,9.964516155915151e-05,3898,,
2,,3899,0.10362077504396439,
2,,3949,0.08846943825483322,
2,,3999,0.09975840896368027,
2,,4049,0.07611077278852463,
2,,4099,0.0808778703212738,
2,,4149,0.10341242700815201,
2,,4199,0.05740462243556976,
2,,4249,0.23473063111305237,
2,,4299,0.08604177832603455,
2,,4349,0.1095605418086052,
2,,4399,0.1923094093799591,
2,,4449,0.04743783921003342,
2,,4499,0.08320800960063934,
2,,4549,0.06973714381456375,
2,,4599,0.12876033782958984,
2,,4649,0.0941786915063858,
2,,4699,0.08912531286478043,
2,,4749,0.1668994277715683,
2,,4799,0.05610504001379013,
2,,4849,0.11273506283760071,
2,,4899,0.06617031246423721,
2,,4949,0.2164161503314972,
2,,4999,0.1167973130941391,
2,,5049,0.07077876478433609,
2,,5099,0.12287178635597229,
2,,5149,0.11725080758333206,
2,,5199,0.0802200436592102,
2,,5249,0.1465240865945816,
2,,5299,0.12168337404727936,
2,,5349,0.05987492576241493,
2,,5399,0.11040956526994705,
2,,5449,0.09767375886440277,
2,,5499,0.05224085971713066,
2,,5549,0.06178274750709534,
2,,5599,0.0988735631108284,
2,,5649,0.08020009100437164,
2,,5699,0.1655680388212204,
2,,5749,0.07876069843769073,
2,,5799,0.08923811465501785,
2,,5846,,0.10598961263895035
,9.920292628279099e-05,5847,,
3,,5849,0.06719978153705597,
3,,5899,0.11056798696517944,
3,,5949,0.1067478135228157,
3,,5999,0.07274430990219116,
3,,6049,0.0875663310289383,
3,,6099,0.09598804265260696,
3,,6149,0.09501460194587708,
3,,6199,0.06142301484942436,
3,,6249,0.10471056401729584,
3,,6299,0.05412453040480614,
3,,6349,0.055458709597587585,
3,,6399,0.07151143997907639,
3,,6449,0.08080266416072845,
3,,6499,0.08647039532661438,
3,,6549,0.07030664384365082,
3,,6599,0.05868925526738167,
3,,6649,0.22455520927906036,
3,,6699,0.12320861965417862,
3,,6749,0.10584333539009094,
3,,6799,0.1029333844780922,
3,,6849,0.07309803366661072,
3,,6899,0.0779012069106102,
3,,6949,0.08434424549341202,
3,,6999,0.09117905795574188,
3,,7049,0.06920807808637619,
3,,7099,0.07321508228778839,
3,,7149,0.055901285260915756,
3,,7199,0.09362266957759857,
3,,7249,0.1500145047903061,
3,,7299,0.07612790167331696,
3,,7349,0.1044635996222496,
3,,7399,0.15069472789764404,
3,,7449,0.07734324783086777,
3,,7499,0.2205314040184021,
3,,7549,0.04263024404644966,
3,,7599,0.09507893025875092,
3,,7649,0.0938829779624939,
3,,7699,0.1281617283821106,
3,,7749,0.08065567910671234,
3,,7795,,0.09945011883974075
,9.85862422507884e-05,7796,,
4,,7799,0.07155901938676834,
4,,7849,0.0889650210738182,
4,,7899,0.06560413539409637,
4,,7949,0.09812552481889725,
4,,7999,0.13100379705429077,
4,,8049,0.0741729885339737,
4,,8099,0.11432172358036041,
4,,8149,0.053107187151908875,
4,,8199,0.12808582186698914,
4,,8249,0.11821581423282623,
4,,8299,0.26959872245788574,
4,,8349,0.07282412797212601,
4,,8399,0.06598509103059769,
4,,8449,0.1177479699254036,
4,,8499,0.05096267908811569,
4,,8549,0.1535605490207672,
4,,8599,0.10189913213253021,
4,,8649,0.05292848125100136,
4,,8699,0.10060285031795502,
4,,8749,0.09969577938318253,
4,,8799,0.11402025073766708,
4,,8849,0.12664876878261566,
4,,8899,0.10633213073015213,
4,,8949,0.09240199625492096,
4,,8999,0.0630556270480156,
4,,9049,0.05994904786348343,
4,,9099,0.07072962075471878,
4,,9149,0.19997455179691315,
4,,9199,0.057913877069950104,
4,,9249,0.1331218183040619,
4,,9299,0.0852302759885788,
4,,9349,0.0805286169052124,
4,,9399,0.042920853942632675,
4,,9449,0.074972964823246,
4,,9499,0.15988850593566895,
4,,9549,0.05271884426474571,
4,,9599,0.08631569892168045,
4,,9649,0.10219281166791916,
4,,9699,0.04907626658678055,
4,,9744,,0.0982486680150032
,9.779754323328191e-05,9745,,
5,,9749,0.10027492791414261,
5,,9799,0.08544068038463593,
5,,9849,0.07700343430042267,
5,,9899,0.04117117077112198,
5,,9949,0.1810891330242157,
5,,9999,0.10607948899269104,
5,,10049,0.06768865138292313,
5,,10099,0.07778206467628479,
5,,10149,0.05529379844665527,
5,,10199,0.045866042375564575,
5,,10249,0.06178668141365051,
5,,10299,0.08181674033403397,
5,,10349,0.04688088968396187,
5,,10399,0.06881764531135559,
5,,10449,0.06993814557790756,
5,,10499,0.08603239059448242,
5,,10549,0.06900656968355179,
5,,10599,0.14248165488243103,
5,,10649,0.2541407644748688,
5,,10699,0.10268918424844742,
5,,10749,0.06969942152500153,
5,,10799,0.06778393685817719,
5,,10849,0.11191589385271072,
5,,10899,0.0710722804069519,
5,,10949,0.158665269613266,
5,,10999,0.1148766502737999,
5,,11049,0.05839258059859276,
5,,11099,0.0767335295677185,
5,,11149,0.09475705027580261,
5,,11199,0.06419827789068222,
5,,11249,0.359049916267395,
5,,11299,0.09639052301645279,
5,,11349,0.09881385415792465,
5,,11399,0.13172882795333862,
5,,11449,0.06997925043106079,
5,,11499,0.11017494648694992,
5,,11549,0.08003294467926025,
5,,11599,0.0756269320845604,
5,,11649,0.13031314313411713,
5,,11693,,0.09856534004211426
,9.683994186497131e-05,11694,,
6,,11699,0.12315937131643295,
6,,11749,0.049439698457717896,
6,,11799,0.08218296617269516,
6,,11849,0.08197397738695145,
6,,11899,0.09610236436128616,
6,,11949,0.10588228702545166,
6,,11999,0.2277338057756424,
6,,12049,0.0696517825126648,
6,,12099,0.06302393227815628,
6,,12149,0.10036131739616394,
6,,12199,0.060081034898757935,
6,,12249,0.07301530987024307,
6,,12299,0.09495383501052856,
6,,12349,0.14391306042671204,
6,,12399,0.07153560221195221,
6,,12449,0.10516949743032455,
6,,12499,0.06636085361242294,
6,,12549,0.04816284775733948,
6,,12599,0.14118456840515137,
6,,12649,0.059343475848436356,
6,,12699,0.11976684629917145,
6,,12749,0.05690455436706543,
6,,12799,0.08888962119817734,
6,,12849,0.13434205949306488,
6,,12899,0.06829995661973953,
6,,12949,0.0724630206823349,
6,,12999,0.09991268068552017,
6,,13049,0.07427540421485901,
6,,13099,0.0766187533736229,
6,,13149,0.06229680776596069,
6,,13199,0.07034982740879059,
6,,13249,0.04783855751156807,
6,,13299,0.09029843658208847,
6,,13349,0.04541032388806343,
6,,13399,0.050457488745450974,
6,,13449,0.101587675511837,
6,,13499,0.0670529305934906,
6,,13549,0.0893411710858345,
6,,13599,0.06553017348051071,
6,,13642,,0.09609232097864151
,9.571721736097089e-05,13643,,
7,,13649,0.07947049289941788,
7,,13699,0.08973681926727295,
7,,13749,0.10152892768383026,
7,,13799,0.10549889504909515,
7,,13849,0.08018175512552261,
7,,13899,0.06406527757644653,
7,,13949,0.06919679790735245,
7,,13999,0.05781436711549759,
7,,14049,0.06843479722738266,
7,,14099,0.1402987241744995,
7,,14149,0.07336481660604477,
7,,14199,0.05723914876580238,
7,,14249,0.07166431844234467,
7,,14299,0.06377916783094406,
7,,14349,0.08470341563224792,
7,,14399,0.08734537661075592,
7,,14449,0.091927669942379,
7,,14499,0.04421400651335716,
7,,14549,0.07892205566167831,
7,,14599,0.07824526727199554,
7,,14649,0.09487594664096832,
7,,14699,0.291061669588089,
7,,14749,0.08749610930681229,
7,,14799,0.0765514001250267,
7,,14849,0.1188112422823906,
7,,14899,0.12918506562709808,
7,,14949,0.0681791752576828,
7,,14999,0.07748087495565414,
7,,15049,0.12824377417564392,
7,,15099,0.08529513329267502,
7,,15149,0.07168781757354736,
7,,15199,0.045119334012269974,
7,,15249,0.09885066002607346,
7,,15299,0.052484460175037384,
7,,15349,0.10705560445785522,
7,,15399,0.06614535301923752,
7,,15449,0.12898649275302887,
7,,15499,0.05912039428949356,
7,,15549,0.1427375078201294,
7,,15591,,0.09723957628011703
,9.443380060197386e-05,15592,,
8,,15599,0.07873213291168213,
8,,15649,0.08963234722614288,
8,,15699,0.12067292630672455,
8,,15749,0.08475849777460098,
8,,15799,0.06345252692699432,
8,,15849,0.1155676543712616,
8,,15899,0.08633524179458618,
8,,15949,0.053462766110897064,
8,,15999,0.06504565477371216,
8,,16049,0.13003146648406982,
8,,16099,0.09571683406829834,
8,,16149,0.041046854108572006,
8,,16199,0.05573618412017822,
8,,16249,0.12828664481639862,
8,,16299,0.061585474759340286,
8,,16349,0.10225054621696472,
8,,16399,0.06608041375875473,
8,,16449,0.06408906728029251,
8,,16499,0.10401803255081177,
8,,16549,0.10558918118476868,
8,,16599,0.046461526304483414,
8,,16649,0.07652134448289871,
8,,16699,0.09232907742261887,
8,,16749,0.1040964275598526,
8,,16799,0.04351263493299484,
8,,16849,0.054176315665245056,
8,,16899,0.05632320046424866,
8,,16949,0.10381172597408295,
8,,16999,0.05350127071142197,
8,,17049,0.07527264207601547,
8,,17099,0.07148464769124985,
8,,17149,0.07999878376722336,
8,,17199,0.057450976222753525,
8,,17249,0.05495526269078255,
8,,17299,0.09264775365591049,
8,,17349,0.07836493849754333,
8,,17399,0.0683029294013977,
8,,17449,0.11480646580457687,
8,,17499,0.11797657608985901,
8,,17540,,0.09623652696609497
,9.299475664759068e-05,17541,,
9,,17549,0.11549513041973114,
9,,17599,0.06134185194969177,
9,,17649,0.07766372710466385,
9,,17699,0.08172179758548737,
9,,17749,0.060855329036712646,
9,,17799,0.10972508788108826,
9,,17849,0.08068089932203293,
9,,17899,0.04856615513563156,
9,,17949,0.06834188848733902,
9,,17999,0.05957338958978653,
9,,18049,0.05122308060526848,
9,,18099,0.047804608941078186,
9,,18149,0.053670842200517654,
9,,18199,0.09038574248552322,
9,,18249,0.17708642780780792,
9,,18299,0.07216329127550125,
9,,18349,0.04932598024606705,
9,,18399,0.07911089062690735,
9,,18449,0.1520957201719284,
9,,18499,0.20684963464736938,
9,,18549,0.13122069835662842,
9,,18599,0.06838249415159225,
9,,18649,0.0702175572514534,
9,,18699,0.05376831814646721,
9,,18749,0.14614693820476532,
9,,18799,0.047409798949956894,
9,,18849,0.08749255537986755,
9,,18899,0.0704108253121376,
9,,18949,0.09814001619815826,
9,,18999,0.09383710473775864,
9,,19049,0.09997433423995972,
9,,19099,0.06418069452047348,
9,,19149,0.11788125336170197,
9,,19199,0.0655875876545906,
9,,19249,0.05911264941096306,
9,,19299,0.0586366131901741,
9,,19349,0.17352354526519775,
9,,19399,0.051676709204912186,
9,,19449,0.2046596258878708,
9,,19489,,0.09653986245393753
,9.140576474687264e-05,19490,,
10,,19499,0.44256335496902466,
10,,19549,0.19206863641738892,
10,,19599,0.08521536737680435,
10,,19649,0.04913613945245743,
10,,19699,0.04926687106490135,
10,,19749,0.06873355060815811,
10,,19799,0.05640619993209839,
10,,19849,0.1263301968574524,
10,,19899,0.07947315275669098,
10,,19949,0.06776920706033707,
10,,19999,0.10378836840391159,
10,,20049,0.07252548635005951,
10,,20099,0.1243315264582634,
10,,20149,0.06145230680704117,
10,,20199,0.06359966099262238,
10,,20249,0.14189767837524414,
10,,20299,0.07381228357553482,
10,,20349,0.04979443922638893,
10,,20399,0.09508618712425232,
10,,20449,0.09410388022661209,
10,,20499,0.0817248523235321,
10,,20549,0.13340692222118378,
10,,20599,0.04953783005475998,
10,,20649,0.061823636293411255,
10,,20699,0.06795184314250946,
10,,20749,0.042269300669431686,
10,,20799,0.2160152792930603,
10,,20849,0.08628580719232559,
10,,20899,0.09864440560340881,
10,,20949,0.07622571289539337,
10,,20999,0.07195378094911575,
10,,21049,0.05436309799551964,
10,,21099,0.08997037261724472,
10,,21149,0.21742971241474152,
10,,21199,0.08922924846410751,
10,,21249,0.04847434163093567,
10,,21299,0.10288641601800919,
10,,21349,0.11820977926254272,
10,,21399,0.11725509911775589,
10,,21438,,0.094136081635952
,8.967309592491052e-05,21439,,
11,,21449,0.07448967546224594,
11,,21499,0.059984445571899414,
11,,21549,0.06370043009519577,
11,,21599,0.10130910575389862,
11,,21649,0.08294793963432312,
11,,21699,0.14390254020690918,
11,,21749,0.08349697291851044,
11,,21799,0.0389845073223114,
11,,21849,0.1093437522649765,
11,,21899,0.11736264079809189,
11,,21949,0.09870612621307373,
11,,21999,0.0538182333111763,
11,,22049,0.11303119361400604,
11,,22099,0.07098310440778732,
11,,22149,0.08721881359815598,
11,,22199,0.05132515728473663,
11,,22249,0.03747553378343582,
11,,22299,0.057699527591466904,
11,,22349,0.04247540608048439,
11,,22399,0.09859917312860489,
11,,22449,0.08335467427968979,
11,,22499,0.12375546991825104,
11,,22549,0.05264798179268837,
11,,22599,0.16912661492824554,
11,,22649,0.05371861532330513,
11,,22699,0.06572305411100388,
11,,22749,0.06745387613773346,
11,,22799,0.12027457356452942,
11,,22849,0.08217484503984451,
11,,22899,0.06099698320031166,
11,,22949,0.12103880196809769,
11,,22999,0.05392690375447273,
11,,23049,0.04974349960684776,
11,,23099,0.07494381815195084,
11,,23149,0.05226834863424301,
11,,23199,0.08448886126279831,
11,,23249,0.05574612691998482,
11,,23299,0.1304793506860733,
11,,23349,0.07062851637601852,
11,,23387,,0.09994372725486755
,8.780358823396352e-05,23388,,
12,,23399,0.06139335781335831,
12,,23449,0.08044476062059402,
12,,23499,0.07825063169002533,
12,,23549,0.06349024921655655,
12,,23599,0.08607526123523712,
12,,23649,0.0425344742834568,
12,,23699,0.05656121298670769,
12,,23749,0.11168903857469559,
12,,23799,0.04698697105050087,
12,,23849,0.1154770702123642,
12,,23899,0.0645112618803978,
12,,23949,0.04832693561911583,
12,,23999,0.05061103031039238,
12,,24049,0.10692305862903595,
12,,24099,0.053772907704114914,
12,,24149,0.054375700652599335,
12,,24199,0.06930317729711533,
12,,24249,0.07771826535463333,
12,,24299,0.08147352188825607,
12,,24349,0.07639525085687637,
12,,24399,0.09065411984920502,
12,,24449,0.08566893637180328,
12,,24499,0.1086171492934227,
12,,24549,0.15427939593791962,
12,,24599,0.1358855962753296,
12,,24649,0.08162345737218857,
12,,24699,0.07175731658935547,
12,,24749,0.10626919567584991,
12,,24799,0.06733407825231552,
12,,24849,0.06151105463504791,
12,,24899,0.1314416229724884,
12,,24949,0.07942459732294083,
12,,24999,0.09398192912340164,
12,,25049,0.141013503074646,
12,,25099,0.1357889026403427,
12,,25149,0.7144846320152283,
12,,25199,0.06348779797554016,
12,,25249,0.05358153581619263,
12,,25299,0.0577055998146534,
12,,25336,,0.09654992073774338
,8.5804619766791e-05,25337,,
13,,25349,0.05253724753856659,
13,,25399,0.08774060755968094,
13,,25449,0.06980112195014954,
13,,25499,0.07777948677539825,
13,,25549,0.0782216414809227,
13,,25599,0.04195721447467804,
13,,25649,0.11795077472925186,
13,,25699,0.07437023520469666,
13,,25749,0.09080707281827927,
13,,25799,0.07984038442373276,
